transaction_id,user_id,merchant_id,amount,status,payment_method,transaction_date,device
T550779,U12292,M1165,NGN 28795,Success,Card,8/6/2024,POS
T214809,U11722,M1108,₦29735,Success,USSD,12/29/2024,Mobile
T154973,U13632,M1309,41733,Pending,USSD,6/2/2026,POS
T895901,U10063,M1431,₦4218,FAILED,Transfer,5/30/2025,Mobile
T222540,U13447,M1343,11126,Pending,Transfer,2/9/2026,Web
T735476,U12332,M1093,39808,Pending,USSD,9/26/2025,Mobile
T924889,U14736,M1463,NGN 42468,Pending,Card,2/4/2026,Web
T207099,U13998,M1226,NGN 16898,Success,USSD,6/11/2024,Mobile
T259665,U12588,M1353,₦12961,success,USSD,8/23/2025,Mobile
T745060,U10039,M1068,43033,Success,Card,4/7/2026,Web
T351947,U14908,M1114,NGN 9086,Success,Card,1/23/2026,Mobile
T931753,U11998,M1268,₦43551,Pending,USSD,4/8/2025,Web
T491375,U10263,M1296,NGN 14952,success,USSD,12/28/2024,POS
T314821,U12825,M1434,₦14291,Success,Card,4/4/2025,Mobile
T212615,U13031,M1196,₦32814,Pending,Transfer,11/13/2024,Mobile
T817131,U11493,M1446,NGN 46917,success,Transfer,7/12/2025,Web
T642227,U11860,M1037,NGN 44438,Success,USSD,1/19/2026,POS
T273750,U12312,M1202,₦32068,FAILED,Transfer,9/2/2026,Mobile
T615454,U14404,M1103,25967,FAILED,,6/27/2025,POS
T261047,U14008,M1095,10795,success,Card,24/02/2025,Mobile
T907248,U12072,M1157,NGN 46459,success,,11/10/2024,POS
T369828,U12369,M1221,NGN 29541,success,,12/18/2025,Mobile
T248906,U12954,M1386,NGN 6974,FAILED,Transfer,5/12/2024,Web
T795761,U11219,M1427,39436,FAILED,Card,10/5/2024,Mobile
T195254,U13834,M1227,40478,FAILED,USSD,5/9/2024,Web
T392129,U12484,M1392,NGN 36987,FAILED,Card,1/25/2026,Web
T294987,U11108,M1116,NGN 30318,success,Transfer,5/24/2024,Mobile
T526511,U11027,M1252,NGN 6064,FAILED,Transfer,29/09/2024,Mobile
T648676,U14647,M1226,47061,Pending,Transfer,8/10/2025,POS
T178336,U12012,M1416,₦22543,Success,USSD,13/10/2024,Web
T391049,U12159,M1189,13371,Success,USSD,12/19/2025,Web
T261078,U11340,M1278,NGN 24034,FAILED,Card,30/01/2026,Web
T353682,U11002,M1093,₦43996,FAILED,Transfer,1/20/2025,Mobile
T133235,U12504,M1161,₦25608,Success,,1/7/2026,POS
T752236,U11288,M1033,NGN 21315,Success,,3/1/2025,Mobile
T195069,U13191,M1345,NGN 48503,Pending,USSD,2/13/2025,Mobile
T762474,U14747,M1453,₦44570,Success,USSD,11/4/2025,Web
T852348,U14177,M1101,₦45168,Pending,Card,5/27/2025,Web
T286117,U10034,M1458,18533,Success,,3/4/2026,POS
T648868,U14425,M1378,₦32008,Pending,Transfer,9/10/2024,Mobile
T269035,U11610,M1393,16213,FAILED,Card,11/11/2024,Mobile
T391566,U14150,M1231,₦12188,FAILED,USSD,5/3/2025,Mobile
T795310,U10252,M1041,34210,Success,,14/12/2024,Web
T954072,U10921,M1215,NGN 14586,success,Card,4/26/2024,POS
T786483,U10672,M1309,₦19824,Success,Transfer,3/1/2025,POS
T502656,U10015,M1008,41360,FAILED,,1/29/2026,Mobile
T207106,U10097,M1249,₦6519,FAILED,,9/13/2024,Web
T213911,U10410,M1147,12269,success,,1/14/2026,POS
T428618,U11279,M1148,42473,Pending,,17/07/2024,Web
T868767,U11939,M1010,22773,Success,,9/5/2024,Web
T701516,U11567,M1073,40030,Success,,6/14/2024,Web
T240088,U13426,M1195,₦16997,success,Card,24/06/2025,Mobile
T374015,U12692,M1002,NGN 42997,Success,Transfer,12/17/2024,Web
T636263,U12263,M1202,26511,Pending,Transfer,20/11/2024,Web
T378168,U10262,M1463,NGN 41866,success,Transfer,11/1/2025,Mobile
T344212,U13514,M1283,NGN 41908,Pending,USSD,1/12/2026,Mobile
T366894,U12780,M1281,NGN 22712,Success,Transfer,3/9/2025,Web
T769505,U11536,M1467,NGN 43581,FAILED,Transfer,14/02/2025,Mobile
T149732,U12546,M1399,₦7530,Success,,2/15/2025,POS
T906083,U13194,M1418,NGN 10937,FAILED,USSD,8/11/2024,Web
T990889,U14462,M1249,NGN 47461,Success,Transfer,7/11/2025,POS
T298786,U10685,M1383,NGN 38228,FAILED,USSD,8/28/2024,POS
T212648,U14817,M1144,13895,success,Transfer,8/13/2024,POS
T519851,U12893,M1480,₦3500,FAILED,USSD,3/21/2025,Web
T686742,U14078,M1306,NGN 6058,FAILED,Card,10/19/2024,POS
T542243,U13651,M1138,46442,success,Card,10/24/2024,POS
T356936,U13514,M1402,2277,FAILED,USSD,10/28/2025,Web
T168377,U12899,M1188,34594,FAILED,,10/11/2025,POS
T181940,U10539,M1194,₦12516,FAILED,Card,7/1/2024,Web
T428512,U11431,M1471,24592,success,USSD,10/15/2025,POS
T630347,U14917,M1423,2487,Pending,Card,9/17/2024,Web
T651103,U14379,M1458,₦29143,Success,Card,3/8/2025,Web
T419790,U13672,M1307,14921,Pending,Transfer,9/28/2024,POS
T809903,U14570,M1102,NGN 340,FAILED,Card,22/03/2026,Web
T999905,U13123,M1144,33225,success,,24/06/2025,Mobile
T403281,U14346,M1173,₦13976,FAILED,Transfer,3/12/2025,Mobile
T193165,U13285,M1240,₦27054,success,Card,5/22/2024,Mobile
T156403,U11021,M1364,₦15745,FAILED,Card,12/24/2024,Mobile
T990277,U10757,M1225,₦10195,success,USSD,30/09/2024,Mobile
T710952,U11073,M1123,NGN 20296,success,,14/09/2024,POS
T843042,U14967,M1217,NGN 19908,Success,Card,10/2/2025,Mobile
T556136,U14706,M1220,₦2659,FAILED,Card,23/11/2025,Mobile
T234989,U11383,M1190,44821,FAILED,USSD,8/7/2025,Mobile
T602830,U11412,M1156,NGN 38992,FAILED,Card,9/5/2024,POS
T348409,U12705,M1118,20390,FAILED,USSD,10/19/2024,POS
T619832,U11293,M1318,7108,FAILED,Card,6/8/2025,Web
T537654,U14422,M1373,3574,FAILED,Card,3/1/2026,Mobile
T201741,U13945,M1061,3583,FAILED,USSD,7/13/2024,POS
T693439,U11627,M1288,NGN 32265,Success,,4/10/2024,POS
T422444,U12938,M1086,48637,Success,,1/3/2025,Mobile
T909266,U10344,M1052,₦18911,FAILED,Transfer,7/14/2024,POS
T526321,U10388,M1033,22022,success,Card,1/26/2026,POS
T682027,U11559,M1136,₦10846,Pending,Transfer,12/21/2025,Mobile
T209308,U10265,M1460,9101,success,Card,29/09/2025,Mobile
T121087,U12350,M1494,NGN 17683,success,,8/30/2024,Mobile
T580626,U12284,M1225,41790,FAILED,,17/05/2024,Mobile
T760662,U13287,M1093,₦26518,FAILED,Transfer,16/08/2025,POS
T710117,U13527,M1095,14285,FAILED,Transfer,1/18/2025,Web
T905862,U13237,M1269,32477,Pending,Transfer,5/5/2024,Web
T241349,U12007,M1256,24239,Pending,Card,11/20/2024,Web
T315465,U13255,M1094,NGN 34929,success,Card,21/10/2025,POS
T776892,U13734,M1457,₦5429,Success,,11/1/2025,Mobile
T465138,U13841,M1365,₦14800,FAILED,,2/19/2025,Web
T762913,U10844,M1105,NGN 17511,success,,9/5/2025,Mobile
T916819,U10198,M1205,14079,FAILED,,8/4/2025,Web
T692347,U11672,M1139,NGN 43711,FAILED,Card,4/11/2025,Mobile
T471735,U13448,M1048,₦4710,success,Transfer,10/24/2024,POS
T257682,U10543,M1071,₦22454,Success,USSD,11/10/2025,POS
T532184,U10169,M1321,46971,success,USSD,10/4/2025,Mobile
T370362,U12877,M1150,10779,Pending,Card,25/02/2026,Web
T378270,U10522,M1084,36073,FAILED,Transfer,4/29/2025,POS
T335797,U12264,M1302,NGN 12029,Pending,Card,2/10/2024,POS
T777290,U12340,M1451,NGN 43421,success,Transfer,9/5/2025,POS
T930679,U12128,M1443,48307,Pending,Transfer,11/28/2024,POS
T602946,U10970,M1028,30473,FAILED,Card,2/21/2025,Web
T497557,U11132,M1346,NGN 24008,Success,,21/08/2025,POS
T378924,U13158,M1120,35537,Pending,USSD,10/29/2024,POS
T233813,U12959,M1349,NGN 8674,FAILED,Card,7/1/2024,POS
T309026,U11974,M1064,₦7718,Pending,Card,19/08/2024,Mobile
T787688,U11250,M1156,NGN 46556,FAILED,Transfer,6/21/2025,Web
T317135,U12580,M1456,NGN 13387,Pending,Card,12/4/2024,Web
T903534,U13135,M1295,NGN 7113,success,USSD,5/14/2025,Web
T961873,U11613,M1227,13239,Success,Transfer,8/3/2024,Web
T495533,U12868,M1335,NGN 19436,FAILED,USSD,8/1/2026,Web
T197067,U13329,M1145,₦32892,Success,,23/09/2025,Web
T954646,U11357,M1294,NGN 11782,Pending,Card,11/9/2025,Web
T290902,U11879,M1312,NGN 18446,Pending,,2/3/2026,POS
T859781,U13747,M1450,NGN 16616,FAILED,,3/30/2026,Web
T169008,U14380,M1175,₦37115,FAILED,,11/15/2025,POS
T344773,U14666,M1232,38546,Success,Transfer,3/13/2025,Mobile
T123976,U13442,M1163,31405,success,USSD,8/4/2025,Mobile
T774267,U13085,M1238,₦48175,FAILED,USSD,7/21/2025,POS
T135541,U12372,M1196,₦36357,Pending,USSD,8/6/2024,POS
T278823,U13956,M1074,₦30907,success,Card,6/15/2024,Web
T307641,U10458,M1306,40092,success,Card,3/23/2026,POS
T597827,U10990,M1445,38592,success,Card,16/08/2024,Mobile
T691722,U11541,M1090,NGN 3208,Pending,USSD,28/11/2025,Web
T852545,U14368,M1245,₦22494,Success,USSD,12/21/2024,Mobile
T898311,U12288,M1039,27143,Pending,USSD,5/7/2024,Mobile
T896366,U13136,M1465,₦27170,success,USSD,6/14/2024,Web
T586495,U13126,M1284,NGN 24744,success,Card,1/21/2026,POS
T832299,U14797,M1492,26669,success,Transfer,22/07/2024,POS
T809680,U12902,M1115,NGN 35977,success,Card,18/11/2025,Web
T258349,U10989,M1065,₦10135,success,Card,11/5/2025,Web
T873524,U12249,M1010,44684,Pending,Transfer,5/13/2025,Web
T178823,U10426,M1062,₦49746,Success,USSD,3/26/2025,Mobile
T111987,U11711,M1130,₦11006,Pending,Card,4/17/2026,POS
T845333,U12947,M1431,NGN 44138,success,USSD,29/08/2025,Mobile
T919710,U14366,M1309,NGN 12203,Pending,Transfer,8/21/2024,Web
T459672,U10586,M1367,NGN 4083,FAILED,,7/31/2024,Web
T376460,U11352,M1132,NGN 26518,FAILED,Card,9/27/2024,POS
T739330,U14877,M1116,₦28213,success,,12/12/2024,POS
T929823,U12666,M1205,1800,FAILED,Transfer,12/20/2025,Web
T104330,U14842,M1066,12196,Success,USSD,15/08/2024,Mobile
T778811,U12846,M1284,₦45221,Success,USSD,4/4/2025,Web
T209404,U13717,M1136,2583,Success,USSD,1/13/2026,Mobile
T304731,U13435,M1366,₦27597,Success,Card,10/17/2024,Mobile
T618982,U12452,M1240,NGN 13445,Pending,Card,4/25/2024,Web
T511903,U13321,M1313,NGN 6074,Success,USSD,5/5/2024,Web
T243895,U14112,M1011,32459,success,Card,10/17/2025,Web
T925328,U14130,M1186,₦32922,success,Transfer,11/7/2025,POS
T574909,U14759,M1133,NGN 43694,Success,,16/06/2025,POS
T665242,U14579,M1490,NGN 9899,FAILED,USSD,12/14/2025,Mobile
T441644,U12975,M1486,₦22062,FAILED,Card,15/09/2024,Web
T366732,U13526,M1295,NGN 24003,Pending,Transfer,11/23/2025,Mobile
T785751,U10219,M1043,34778,success,Card,20/02/2025,Mobile
T252591,U13277,M1448,4116,Success,,19/09/2024,Web
T197844,U13903,M1090,NGN 2317,FAILED,Transfer,5/7/2025,Web
T406187,U11025,M1366,₦19081,FAILED,Card,7/23/2024,POS
T363398,U11952,M1426,25685,success,Transfer,3/7/2025,Web
T176970,U11218,M1001,48372,FAILED,Transfer,14/06/2025,Web
T530134,U13272,M1126,NGN 23566,success,,4/21/2025,Mobile
T289158,U11949,M1022,₦7825,Pending,USSD,8/1/2025,Mobile
T994556,U12189,M1203,NGN 48590,FAILED,Card,5/13/2024,Mobile
T713853,U12876,M1078,₦44600,Success,Transfer,6/13/2025,Web
T907874,U12429,M1212,NGN 42206,Success,Transfer,3/1/2025,Web
T202310,U14462,M1413,NGN 48451,FAILED,USSD,12/12/2025,Web
T874234,U14541,M1003,NGN 6008,success,,10/1/2024,Mobile
T943090,U10421,M1386,NGN 49571,FAILED,Card,19/02/2025,Web
T481373,U13435,M1071,₦14323,success,,1/22/2025,Web
T140415,U14818,M1013,NGN 29249,Success,USSD,9/11/2025,POS
T274701,U11096,M1023,₦25593,Pending,USSD,6/8/2025,Mobile
T587801,U11399,M1395,39971,Pending,Card,25/04/2024,Mobile
T290634,U11453,M1212,NGN 34406,Success,,12/8/2025,POS
T274706,U10934,M1357,NGN 23626,Success,Card,6/6/2024,POS
T602776,U11179,M1431,NGN 47056,success,,21/05/2024,POS
T678757,U12836,M1370,15432,FAILED,Transfer,6/26/2024,POS
T477673,U14605,M1197,₦21838,FAILED,,3/16/2026,POS
T462866,U10536,M1243,₦44501,Pending,Card,11/27/2025,POS
T490512,U11186,M1351,NGN 26942,FAILED,Transfer,1/15/2026,POS
T164702,U14536,M1333,₦18667,FAILED,,4/20/2025,Mobile
T191463,U12085,M1452,₦20860,Pending,USSD,5/27/2025,POS
T951807,U13565,M1031,NGN 34771,Success,Card,1/19/2025,POS
T201086,U12935,M1311,NGN 18494,success,USSD,5/1/2024,Web
T197535,U13768,M1006,NGN 40055,success,Card,2/13/2025,POS
T991160,U13994,M1220,₦30929,success,Transfer,3/8/2026,POS
T102078,U13881,M1448,23124,Success,,24/10/2025,POS
T330115,U12311,M1328,NGN 9518,success,Card,12/4/2024,POS
T938060,U13460,M1225,49781,Pending,,10/18/2024,POS
T350469,U11250,M1388,3457,success,,3/11/2025,POS
T250993,U11735,M1346,17007,success,USSD,1/22/2026,Mobile
T717237,U14079,M1459,NGN 26775,success,USSD,12/5/2024,POS
T436586,U10279,M1039,36101,Success,Card,1/8/2025,Mobile
T525738,U13574,M1162,NGN 46161,FAILED,Card,9/17/2024,POS
T610097,U13860,M1229,₦47912,success,USSD,16/07/2025,Mobile
T857516,U10840,M1139,35227,Pending,Card,8/30/2025,POS
T219193,U13158,M1334,44587,Success,Transfer,2/25/2026,Web
T233678,U10119,M1035,₦41518,success,USSD,27/06/2024,Web
T874457,U11191,M1452,₦11130,Success,Card,8/9/2025,Web
T836543,U12764,M1130,₦46794,success,,15/06/2025,POS
T816928,U10973,M1437,NGN 38759,Success,USSD,1/13/2026,Web
T925548,U10989,M1078,₦31122,success,Transfer,1/10/2026,Web
T518383,U11253,M1020,NGN 44549,Pending,,1/10/2025,Mobile
T685606,U13785,M1067,₦3200,FAILED,,7/26/2025,Mobile
T531114,U14193,M1071,41127,success,,5/17/2025,Mobile
T399707,U10963,M1046,₦12768,success,Transfer,5/4/2025,Web
T990470,U11962,M1067,NGN 32754,Success,USSD,30/07/2024,POS
T175396,U14598,M1241,₦30962,FAILED,Transfer,5/14/2025,POS
T762650,U14867,M1021,NGN 31629,Pending,Card,30/06/2024,Mobile
T710340,U10867,M1262,NGN 36560,Pending,Card,6/10/2024,Mobile
T182552,U10960,M1343,NGN 24721,success,USSD,6/23/2024,Mobile
T449085,U13746,M1257,47640,Success,,3/17/2025,Mobile
T207712,U10361,M1047,3799,success,USSD,3/25/2025,Web
T337813,U11951,M1185,₦23823,FAILED,,12/11/2024,Web
T509842,U13867,M1143,NGN 44280,FAILED,Card,18/02/2026,Mobile
T148339,U14741,M1070,40528,Success,Card,7/9/2024,Web
T230232,U12545,M1464,₦28885,success,Transfer,5/21/2025,Web
T969488,U13460,M1403,NGN 31416,FAILED,Card,7/9/2024,POS
T902739,U13557,M1423,₦1086,success,,11/6/2025,Web
T395937,U10860,M1207,NGN 14032,FAILED,USSD,4/20/2025,Mobile
T224098,U11185,M1236,48227,success,Card,12/1/2024,POS
T787673,U14687,M1095,NGN 26778,Success,USSD,11/2/2024,POS
T475972,U13192,M1106,33880,FAILED,USSD,27/06/2024,Web
T149516,U12065,M1337,₦24890,FAILED,,12/17/2024,POS
T892979,U10690,M1138,₦41507,Pending,Card,5/4/2026,POS
T532758,U12730,M1398,NGN 37468,success,Card,23/12/2024,Mobile
T484074,U12996,M1404,NGN 29993,Success,USSD,12/3/2024,Web
T319591,U14780,M1419,25397,success,Card,10/25/2025,Web
T288401,U12154,M1492,11560,Pending,Transfer,4/3/2025,POS
T277723,U10075,M1193,NGN 36565,Pending,,12/29/2024,Web
T454298,U12806,M1463,NGN 10729,Success,Transfer,4/4/2025,Mobile
T856572,U14617,M1071,₦5597,Success,Card,5/2/2025,POS
T110063,U11897,M1031,18502,Success,USSD,17/05/2024,Web
T804418,U14407,M1410,NGN 7903,Success,USSD,27/07/2025,Web
T308247,U10749,M1240,NGN 22089,Success,,21/11/2024,Web
T352996,U11287,M1140,₦22508,Pending,Card,6/8/2025,Web
T435073,U10360,M1131,39705,success,Card,2/8/2026,Mobile
T453665,U10401,M1144,NGN 6304,success,USSD,15/08/2025,Mobile
T431319,U10160,M1072,27507,success,USSD,5/6/2025,POS
T909223,U13429,M1165,₦25304,success,,26/10/2025,Web
T125441,U11650,M1321,32405,Pending,USSD,6/15/2025,Mobile
T863518,U10188,M1338,30264,success,Card,8/7/2024,POS
T576294,U14625,M1473,NGN 45269,success,USSD,9/18/2025,Web
T588847,U10245,M1444,₦46304,Pending,Transfer,7/3/2025,Mobile
T946197,U11480,M1028,₦14973,success,,7/31/2024,Mobile
T860756,U10050,M1479,NGN 26724,success,Transfer,6/12/2024,Mobile
T695902,U12970,M1000,10988,FAILED,,1/2/2026,Web
T820364,U14099,M1105,NGN 48476,FAILED,Card,12/1/2024,Web
T466183,U14372,M1131,8801,success,USSD,1/1/2025,POS
T310334,U14135,M1381,NGN 36510,success,Card,9/12/2025,POS
T638606,U10359,M1203,32516,success,,8/5/2024,Mobile
T315870,U11474,M1485,NGN 18482,Pending,USSD,8/22/2024,Web
T412408,U11097,M1080,₦9131,success,Card,10/11/2024,Web
T283132,U12337,M1002,₦6734,FAILED,USSD,8/13/2024,Web
T546090,U13238,M1082,19643,success,USSD,4/17/2025,POS
T124319,U11136,M1078,₦17776,FAILED,Card,18/11/2024,Mobile
T800525,U12782,M1414,37990,Pending,Transfer,11/22/2024,POS
T912089,U12368,M1435,16609,Success,Card,15/09/2025,POS
T182314,U10083,M1263,47905,Success,Card,6/15/2024,Mobile
T670454,U13447,M1217,NGN 24823,FAILED,USSD,27/05/2024,Mobile
T635437,U10672,M1353,NGN 28115,success,,11/22/2024,Web
T293433,U14873,M1212,NGN 4338,Pending,Card,19/06/2025,Mobile
T955369,U11650,M1362,31371,FAILED,Card,3/1/2025,Mobile
T985452,U11427,M1355,2335,success,Card,12/5/2025,Web
T677508,U11164,M1274,₦46794,Success,Card,29/11/2025,Web
T371599,U12950,M1441,7007,Pending,Transfer,5/31/2025,Mobile
T105391,U13643,M1372,17360,Success,Transfer,7/17/2025,Web
T968599,U11223,M1311,11025,FAILED,USSD,13/12/2024,POS
T678030,U13312,M1133,16271,FAILED,USSD,15/08/2024,Mobile
T466783,U13809,M1103,NGN 10740,Pending,Transfer,2/8/2025,Mobile
T588661,U12846,M1372,NGN 25345,Pending,USSD,22/04/2025,POS
T114723,U13925,M1008,39848,Pending,,25/04/2025,POS
T566990,U10528,M1098,₦35380,Pending,USSD,12/15/2024,POS
T463729,U14345,M1146,NGN 24225,FAILED,USSD,30/03/2025,POS
T575321,U10624,M1040,₦36786,Pending,,16/06/2025,Mobile
T457796,U10872,M1280,₦22565,Success,USSD,12/5/2025,Mobile
T729860,U12332,M1199,NGN 31131,success,Card,7/2/2024,Web
T233961,U13723,M1092,28770,FAILED,Card,4/2/2025,Mobile
T578728,U10686,M1080,₦29000,success,Transfer,11/22/2025,Mobile
T735859,U10678,M1207,49412,Success,Card,6/8/2025,Mobile
T764478,U12437,M1398,NGN 4571,Success,USSD,2/14/2026,Web
T199924,U12915,M1322,14369,Success,USSD,28/05/2024,POS
T471218,U10981,M1416,₦4600,FAILED,Card,12/11/2025,POS
T895245,U10312,M1314,36311,Pending,,17/10/2025,POS
T488433,U14404,M1278,20790,Success,Transfer,3/15/2026,Web
T737915,U11242,M1056,NGN 315,success,,8/19/2024,POS
T186213,U10946,M1402,41617,Success,Card,10/31/2025,POS
T433323,U11154,M1394,NGN 21708,Pending,Transfer,3/24/2026,Mobile
T308171,U13502,M1332,15090,success,USSD,1/8/2026,POS
T552340,U10763,M1392,₦1777,Success,Card,6/18/2025,Web
T968014,U10767,M1008,29541,Pending,Card,11/25/2024,Mobile
T976426,U11642,M1201,44648,success,Transfer,22/04/2025,Mobile
T901448,U13813,M1055,16390,FAILED,USSD,10/15/2025,Web
T772292,U12623,M1362,₦38471,Success,Card,21/09/2025,Web
T902489,U14969,M1013,38151,Success,Card,8/3/2025,POS
T522757,U13911,M1001,18643,success,USSD,3/24/2025,POS
T605009,U14675,M1250,₦38373,success,Card,13/09/2025,POS
T787604,U10047,M1353,NGN 42385,Pending,Transfer,4/3/2025,Mobile
T186754,U12789,M1160,10773,Success,USSD,10/25/2025,POS
T829065,U12212,M1148,₦25082,Pending,,1/23/2025,POS
T417084,U13225,M1178,17003,Success,USSD,9/20/2025,Mobile
T997287,U11569,M1266,28398,Pending,Transfer,2/7/2025,POS
T649999,U13031,M1189,NGN 32180,Success,USSD,7/26/2025,POS
T549478,U14427,M1490,₦41068,Success,Transfer,2/6/2025,Web
T704650,U11202,M1447,NGN 48524,FAILED,Transfer,4/14/2026,Web
T400397,U12577,M1248,NGN 10904,FAILED,,10/30/2025,Mobile
T935901,U13250,M1229,₦37504,Success,Transfer,6/19/2024,POS
T946799,U13325,M1172,NGN 25693,success,USSD,13/01/2026,Mobile
T586203,U10595,M1227,46431,success,USSD,6/30/2024,POS
T878941,U12684,M1142,7375,success,Card,8/4/2025,POS
T348797,U11342,M1453,NGN 3465,Pending,,10/11/2024,Mobile
T366163,U10299,M1115,₦44972,success,,2/15/2025,Web
T948258,U13983,M1143,₦27842,FAILED,Card,5/13/2024,Web
T809054,U10245,M1030,NGN 28452,Pending,,28/06/2024,POS
T230936,U11645,M1465,NGN 39823,FAILED,Transfer,20/11/2025,Web
T571167,U14215,M1291,46375,FAILED,Transfer,25/09/2024,POS
T670289,U13691,M1042,4551,FAILED,,10/12/2025,Web
T874060,U14008,M1429,NGN 29705,success,Card,9/8/2024,POS
T577939,U14150,M1460,NGN 42358,FAILED,,10/16/2024,Mobile
T234198,U10191,M1044,₦13504,Pending,Transfer,7/29/2025,Mobile
T499253,U14253,M1269,₦44346,Success,Card,10/28/2025,Web
T669067,U13767,M1296,32716,Success,Transfer,25/11/2024,POS
T124061,U12134,M1414,₦15890,Pending,,12/4/2024,Web
T914793,U11113,M1177,₦19973,Success,Card,11/9/2024,Mobile
T397815,U14835,M1027,₦4152,success,USSD,21/04/2025,POS
T170646,U10983,M1476,18426,success,Card,18/10/2024,POS
T475515,U10625,M1390,NGN 17758,FAILED,USSD,16/06/2025,Web
T437089,U13988,M1167,19404,FAILED,,3/19/2026,Web
T937135,U13938,M1298,₦1427,success,,8/22/2025,Web
T686239,U12110,M1138,NGN 20143,success,Card,7/29/2024,Mobile
T477256,U13415,M1001,28370,Pending,USSD,10/4/2025,POS
T652879,U10551,M1149,₦10414,Success,Transfer,5/30/2025,POS
T958306,U11569,M1446,NGN 45746,Success,Transfer,12/12/2025,Web
T847603,U11135,M1074,NGN 44375,Pending,Card,5/5/2025,POS
T988860,U11143,M1227,41519,success,,9/3/2025,Web
T387852,U11774,M1255,15846,success,Transfer,3/22/2026,POS
T695718,U14971,M1386,NGN 39516,success,Card,3/10/2024,POS
T974458,U13543,M1439,NGN 40711,success,Card,2/21/2026,Web
T309697,U14595,M1351,₦46611,success,,5/4/2025,Mobile
T650422,U10800,M1392,37830,Success,Card,1/5/2025,POS
T867751,U10131,M1134,47929,FAILED,USSD,6/8/2025,Mobile
T487386,U11787,M1271,33138,FAILED,USSD,9/26/2025,POS
T185819,U12950,M1143,NGN 419,FAILED,Card,31/08/2024,Web
T945877,U10578,M1438,₦16722,FAILED,,11/21/2024,Mobile
T732255,U14290,M1207,₦28968,Success,Transfer,6/1/2024,POS
T820046,U12876,M1018,41119,success,Transfer,11/23/2024,Mobile
T678963,U14446,M1308,14550,FAILED,Transfer,31/05/2025,Mobile
T774243,U10996,M1386,₦42871,Success,USSD,9/9/2025,POS
T383937,U10550,M1081,NGN 28457,Pending,USSD,2/21/2025,Mobile
T649834,U10417,M1241,21431,FAILED,USSD,27/08/2024,Mobile
T154978,U11302,M1465,24065,success,Card,8/22/2025,Mobile
T510974,U12974,M1471,₦42248,Success,USSD,12/3/2025,Web
T937293,U11394,M1187,₦19791,Success,,7/3/2025,POS
T361078,U10823,M1419,₦25237,success,USSD,2/19/2026,POS
T158917,U14535,M1413,31958,Pending,Transfer,7/18/2024,Web
T472354,U13287,M1307,NGN 10227,success,Card,3/12/2026,POS
T777054,U10556,M1065,₦17846,FAILED,Transfer,20/06/2024,Web
T108762,U12815,M1043,NGN 15758,FAILED,,8/13/2025,POS
T865816,U10949,M1067,11118,Pending,Card,10/12/2024,POS
T543569,U14571,M1157,39124,Pending,Card,12/20/2024,Web
T122475,U13217,M1368,47817,FAILED,Card,2/13/2026,Web
T827476,U14014,M1144,₦49358,Success,Card,9/15/2024,Mobile
T649327,U13611,M1313,₦12811,success,USSD,23/07/2024,Mobile
T642399,U13426,M1331,35297,FAILED,,8/30/2025,POS
T967144,U10456,M1059,₦34732,Success,USSD,2/15/2026,POS
T836246,U12716,M1288,₦11541,Pending,Card,3/19/2025,Web
T261422,U14921,M1245,NGN 49515,Pending,Transfer,4/22/2025,Web
T505562,U13822,M1094,₦26503,FAILED,USSD,10/6/2025,Mobile
T152927,U11577,M1053,28322,Pending,USSD,3/25/2026,Web
T255192,U11518,M1215,NGN 38121,FAILED,Card,25/11/2024,Mobile
T276301,U12918,M1022,NGN 34091,Success,Card,11/18/2024,Mobile
T799709,U14984,M1422,NGN 45101,success,Card,6/21/2024,Mobile
T526564,U11191,M1483,47749,Pending,USSD,11/9/2025,Mobile
T903900,U11714,M1435,₦18765,FAILED,Transfer,1/4/2025,Mobile
T158557,U14466,M1009,NGN 36848,FAILED,Card,3/9/2026,POS
T226487,U13281,M1109,49724,success,Transfer,11/3/2024,Web
T621695,U10861,M1196,NGN 11561,Pending,Card,1/2/2026,Mobile
T757209,U14958,M1469,37912,Success,USSD,1/26/2025,Mobile
T954546,U12680,M1144,NGN 14938,Success,Card,3/16/2026,Web
T769768,U13306,M1008,13697,success,Transfer,9/14/2024,Mobile
T873122,U12878,M1213,₦957,Pending,,5/11/2024,Web
T976024,U13171,M1396,₦4768,FAILED,Card,7/21/2024,Mobile
T236944,U10264,M1273,NGN 42387,success,,5/28/2025,Mobile
T757744,U12401,M1023,₦48364,Pending,Card,1/7/2026,Web
T174653,U12028,M1453,NGN 41737,Pending,,4/3/2025,Mobile
T918170,U11016,M1266,₦49448,Success,,8/27/2025,Web
T525807,U10324,M1159,₦16812,success,,4/11/2025,Mobile
T742245,U11081,M1481,NGN 5565,Pending,USSD,7/11/2025,Mobile
T727679,U14556,M1407,44057,Pending,USSD,1/13/2026,Web
T716935,U12454,M1100,39926,Success,USSD,12/6/2024,POS
T833279,U12415,M1311,NGN 14318,Success,,3/31/2026,Web
T789144,U10402,M1083,40921,success,USSD,10/21/2024,POS
T346123,U11359,M1276,₦26177,success,USSD,6/19/2024,Web
T977577,U14766,M1255,NGN 38350,FAILED,,18/02/2025,Mobile
T953868,U14291,M1092,NGN 8206,FAILED,,2/27/2026,Mobile
T273389,U12024,M1145,NGN 11172,success,,3/17/2025,POS
